name;cat1;cat2;cat3;arw_brand;sku;barcode;color;size;qty;price;spetial_price;description;material;img1;img2;img3;img4
Сникерсы;Женщинам;Обувь;Спортивная обувь;PHILIPP PLEIN;FW16SW164173;2000000077987;Черный;39;1;21450;21450;;Натуральная кожа;FW16SW164173_PHILIPPPLEIN_snikersy_chernyj_1.JPG;FW16SW164173_PHILIPPPLEIN_snikersy_chernyj_2.JPG;FW16SW164173_PHILIPPPLEIN_snikersy_chernyj_3.JPG;
Сникерсы;Женщинам;Обувь;Спортивная обувь;PHILIPP PLEIN;FW16SW164173;2000000077970;Черный;40;1;21450;21450;;Натуральная кожа;FW16SW164173_PHILIPPPLEIN_snikersy_chernyj_1.JPG;FW16SW164173_PHILIPPPLEIN_snikersy_chernyj_2.JPG;FW16SW164173_PHILIPPPLEIN_snikersy_chernyj_3.JPG;
Сумка ;Женщинам;Сумки;Сумки;PHILIPP PLEIN;FW16AW942300;2000000078724;Черный;UNI;1;89200;89200;;Натуральная кожа;FW16AW942300_PHILIPPPLEIN_sumka_chernyj_1.JPG;FW16AW942300_PHILIPPPLEIN_sumka_chernyj_2.JPG;FW16AW942300_PHILIPPPLEIN_sumka_chernyj_3.JPG;FW16AW942300_PHILIPPPLEIN_sumka_chernyj_4.JPG
Сумка ;Женщинам;Сумки;Сумки;PHILIPP PLEIN;FW16AW914408p;2000000079547;Мульти;UNI;1;74600;74600;;Натуральнеая кожа питона;FW16AW914408p_PHILIPPPLEIN_sumka_seryjchernyj_1.JPG;FW16AW914408p_PHILIPPPLEIN_sumka_seryjchernyj_2.JPG;FW16AW914408p_PHILIPPPLEIN_sumka_seryjchernyj_3.JPG;FW16AW914408p_PHILIPPPLEIN_sumka_seryjchernyj_4.JPG
Сумка ;Женщинам;Сумки;Сумки;PHILIPP PLEIN;FW16AW944424;2000000078731;Черный;UNI;1;82650;82650;;Натуральная кожа;FW16AW944424_PHILIPPPLEIN_sumka_chernyj_1.JPG;FW16AW944424_PHILIPPPLEIN_sumka_chernyj_2.JPG;FW16AW944424_PHILIPPPLEIN_sumka_chernyj_3.JPG;FW16AW944424_PHILIPPPLEIN_sumka_chernyj_4.JPG
Ботинки;Мужчинам;Обувь;Ботинки и сапоги;PHILIPP PLEIN;FW16SM162611;2000000078250;Черный;40;2;26650;26650;;Натуральная замша, кожа;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_1.JPG;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_2.JPG;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_3.JPG;
Ботинки;Мужчинам;Обувь;Ботинки и сапоги;PHILIPP PLEIN;FW16SM162611;2000000078243;Черный;41;2;26650;26650;;Натуральная замша, кожа;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_1.JPG;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_2.JPG;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_3.JPG;
Ботинки;Мужчинам;Обувь;Ботинки и сапоги;PHILIPP PLEIN;FW16SM162611;2000000078236;Черный;42;1;26650;26650;;Натуральная замша, кожа;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_1.JPG;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_2.JPG;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_3.JPG;
Ботинки;Мужчинам;Обувь;Ботинки и сапоги;PHILIPP PLEIN;FW16SM162611;2000000078229;Черный;43;2;26650;26650;;Натуральная замша, кожа;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_1.JPG;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_2.JPG;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_3.JPG;
Ботинки;Мужчинам;Обувь;Ботинки и сапоги;PHILIPP PLEIN;FW16SM162611;2000000078212;Черный;45;1;26650;26650;;Натуральная замша, кожа;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_1.JPG;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_2.JPG;FW16SM162611_PHILIPPPLEIN_botinki_chernyj_3.JPG;
Ботинки;Мужчинам;Обувь;Ботинки и сапоги;PHILIPP PLEIN;FW16SM162634;2000000078311;Черный;40;1;25450;25450;;Натуральная кожа;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_1.JPG;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_2.JPG;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_3.JPG;
Ботинки;Мужчинам;Обувь;Ботинки и сапоги;PHILIPP PLEIN;FW16SM162634;2000000078304;Черный;41;1;25450;25450;;Натуральная кожа;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_1.JPG;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_2.JPG;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_3.JPG;
Ботинки;Мужчинам;Обувь;Ботинки и сапоги;PHILIPP PLEIN;FW16SM162634;2000000078298;Черный;42;1;25450;25450;;Натуральная кожа;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_1.JPG;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_2.JPG;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_3.JPG;
Ботинки;Мужчинам;Обувь;Ботинки и сапоги;PHILIPP PLEIN;FW16SM162634;2000000078281;Черный;43;1;25450;25450;;Натуральная кожа;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_1.JPG;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_2.JPG;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_3.JPG;
Ботинки;Мужчинам;Обувь;Ботинки и сапоги;PHILIPP PLEIN;FW16SM162634;2000000078267;Черный;45;1;25450;25450;;Натуральная кожа;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_1.JPG;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_2.JPG;FW16SM162634_PHILIPPPLEIN_botinki_chernyj_3.JPG;
